name,price,link,location,date,saler type,rooms,live area,kitchen area,area,floor,floor max,building type,layout,bathroom,furnished,ceiling height,near by,repair,commission,Year of construction,appartament has
Сдается квартира в аренду в Ташкент Сити Гарден,27645112.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-v-arendu-v-tashkent-siti-garden-ID41FMj.html,Шайхантахурский район,Сегодня в 08:32,Частное лицо,3,,,98.10,1,9,Кирпичный,Раздельная,2 санузла и более,Да,,"Детская площадка, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,2017,"Холодильник, Телевизор, Кондиционер, Стиральная машина, Кухня, Балкон"
2/10/12 Аренда квартира Юнусабадский р-н ЖК «Уста ширин»,10052768.0,https://www.olx.uz/d/obyavlenie/2-10-12-arenda-kvartira-yunusabadskiy-r-n-zhk-usta-shirin-ID3RwRJ.html,Чиланзарский район,Сегодня в 09:51,Бизнес,2,20 м²,12 м²,60,10,12,Кирпичный,Раздельная,Раздельный,Да,3,,Авторский проект,Нет,2017,
Sergili arenda uy 1.xonali,3141490.0,https://www.olx.uz/d/obyavlenie/sergili-arenda-uy-1-xonali-ID41BRb.html,Сергелийский район,Сегодня в 17:27,Частное лицо,1,,,36,3,4,Монолитный,,,Да,,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Нет,,"Телевизор, Холодильник, Кухня"
Shuhratda bollarga kvartira,700000.0,https://www.olx.uz/d/obyavlenie/shuhratda-bollarga-kvartira-ID41n3A.html,Чиланзарский район,Сегодня в 17:27,Частное лицо,4,75 м²,20 м²,75,1,4,Кирпичный,Раздельная,Раздельный,Да,,Детский сад,Средний,Нет,2001 - 2010,"Холодильник, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдаю квартиру на Мирабадском районе ЖК Гринвич Эллектроаппарат,7539576.0,https://www.olx.uz/d/obyavlenie/sdayu-kvartiru-na-mirabadskom-rayone-zhk-grinvich-ellektroapparat-ID44dqq.html,Мирабадский район,Сегодня в 17:26,Бизнес,2,,,60,5,9,Кирпичный,Раздельная,Совмещенный,Да,3,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Авторский проект,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Kvartira arenda ijara novostroyka Yashnabod 136011,4398086.0,https://www.olx.uz/d/obyavlenie/kvartira-arenda-ijara-novostroyka-yashnabod-136011-ID44dqk.html,Яшнабадский район,Сегодня в 17:26,Бизнес,1,,,40,2,5,Кирпичный,Раздельная,Раздельный,Да,280,,Авторский проект,Да,,
Аренда квартрры Садыка Азимова Ц1,10681066.0,https://www.olx.uz/d/obyavlenie/arenda-kvartrry-sadyka-azimova-ts1-ID43Rdr.html,Мирзо-Улугбекский район,Сегодня в 17:25,Бизнес,2,60 м²,1 м²,60,4,4,,,Совмещенный,Да,,,Евроремонт,Да,,
Тинчлик метро Шайхонтохур,6911278.0,https://www.olx.uz/d/obyavlenie/tinchlik-metro-shayhontohur-ID43Rdl.html,Шайхантахурский район,Сегодня в 17:25,Бизнес,2,,,40,1,4,Кирпичный,Смежно-раздельная,Совмещенный,Да,,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Uch xonali xonadon arendaga beriladi,6911278.0,https://www.olx.uz/d/obyavlenie/uch-xonali-xonadon-arendaga-beriladi-ID44ZH8.html,Чиланзарский район,Сегодня в 17:24,Частное лицо,3,65 м²,12 м²,72,2,4,Кирпичный,Смежно-раздельная,Совмещенный,Да,280,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Да,1980 - 1989,"Холодильник, Балкон, Интернет, Кухня, Стиральная машина, Кондиционер"
CHILANZOR ALGORITM 1 XONA 2 Xona qilingaN SHaroitlar Bor Tozza RemonTi,3769788.0,https://www.olx.uz/d/obyavlenie/chilanzor-algoritm-1-xona-2-xona-qilingan-sharoitlar-bor-tozza-remonti-ID3X2WX.html,Чиланзарский район,Сегодня в 17:24,Бизнес,1,,,45,4,5,Панельный,Раздельная,Раздельный,Да,272,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Нет,1960 - 1979,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Срочна аренда  кора камиш 2/3 2/4/4,4398086.0,https://www.olx.uz/d/obyavlenie/srochna-arenda-kora-kamish-2-3-2-4-4-ID44BM0.html,Алмазарский район,Сегодня в 17:24,Бизнес,2,,,54,4,4,Кирпичный,Раздельная,Раздельный,Нет,,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Средний,Да,1980 - 1989,"Интернет, Телефон, Холодильник, Кухня, Балкон"
srochna arenda chilonzor 3 honali,8796172.0,https://www.olx.uz/d/obyavlenie/srochna-arenda-chilonzor-3-honali-ID44ZTt.html,Учтепинский район,Сегодня в 17:24,Частное лицо,3,63 м²,9 м²,63,3,4,Панельный,Раздельная,Раздельный,Да,3,,Евроремонт,Да,,
аренда Чиланзар 7 квартал,3392809.0,https://www.olx.uz/d/obyavlenie/arenda-chilanzar-7-kvartal-ID44NhK.html,Чиланзарский район,Сегодня в 12:59,Бизнес,1,25 м²,6 м²,28.50,3,4,Панельный,Раздельная,Раздельный,Да,280,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Средний,Да,,"Холодильник, Телевизор, Кабельное ТВ, Стиральная машина, Кухня"
Аренда 2 комнатная квартира Кушбеги Башлык ориентир Аэропорт,7539576.0,https://www.olx.uz/d/obyavlenie/arenda-2-komnatnaya-kvartira-kushbegi-bashlyk-orientir-aeroport-ID44EAz.html,Яккасарайский район,Сегодня в 15:15,Бизнес,2,,,62,1,4,,,,Да,,,,Да,,
